ID,text_original,target_original,text_clean,target_clean,stance,stance_id,sentiment,sentiment_id,sarcasm,sarcasm_id,favor_reason,against_reason,none_reason,model_input,target_id,text,target,stance:confidence,sarcasm:confidence,sentiment:confidence,datetime,Date,true_label,pred_label,p_against,p_none,p_favor,fold,true_name,pred_name
1368,  ما قالو لهم غصب اخذو التطعيم مو مجبورين ..قالو دام ما تبون تطعيم تسوون فحص ان ما فيكم كورونا كل فترة .. ردو عليهم ان الفحص مو زين ويسبب امراض وما نبي نسوي فحص مع العلم ان في فحص كورونا باللعاب مو لازم عود بخشمك.,Covid Vaccine,ما قالو لهم غصب اخذو التطعيم مو مجبورين ..قالو دام ما تبون تطعيم تسوون فحص ان ما فيكم كورونا كل فترة .. ردو عليهم ان الفحص مو زين ويسبب امراض وما نبي نسوي فحص مع العلم ان في فحص كورونا باللعاب مو لازم عود بخشمك.,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Implicit,,,Target: Covid Vaccine Text: ما قالو لهم غصب اخذو التطعيم مو مجبورين ..قالو دام ما تبون تطعيم تسوون فحص ان ما فيكم كورونا كل فترة .. ردو عليهم ان الفحص مو زين ويسبب امراض وما نبي نسوي فحص مع العلم ان في فحص كورونا باللعاب مو لازم عود بخشمك.,,,,,,,,,2,0,0.8666992,0.12261963,0.010803223,1,Favor,Against
1406,  نعم صحيح  وأنا منهم خاصتن بعد ما اخذنا تطعيم كورونا,Covid Vaccine,نعم صحيح وانا منهم خاصتن بعد ما اخذنا تطعيم كورونا,Covid Vaccine,,1,Neutral,1,No,0,,,Not clear,Target: Covid Vaccine Text: نعم صحيح وانا منهم خاصتن بعد ما اخذنا تطعيم كورونا,,,,,,,,,1,2,0.035125732,0.019821167,0.9448242,1,None,Favor
1448, الحين معد يعتذر الا الطيبين  وقاحة وبرمضان اوقح النفوس اتغيرت اخوي عمر  والله العظيم بجد في تغغير هائل باخر سنتين  لا اعلم هل من تطعيم أو كورونا ضربت ادمغتهم,Covid Vaccine,الحين معد يعتذر الا الطيبين وقاحة وبرمضان اوقح النفوس اتغيرت اخوي عمر والله العظيم بجد في تغغير هائل باخر سنتين لا اعلم هل من تطعيم او كورونا ضربت ادمغتهم,Covid Vaccine,Favor,2,Negative,0,No,0,F_Explicit,,,Target: Covid Vaccine Text: الحين معد يعتذر الا الطيبين وقاحة وبرمضان اوقح النفوس اتغيرت اخوي عمر والله العظيم بجد في تغغير هائل باخر سنتين لا اعلم هل من تطعيم او كورونا ضربت ادمغتهم,,,,,,,,,2,0,0.81103516,0.17907715,0.009933472,1,Favor,Against
1495,شباب هي جرعة الbooster بتاعت تطعيم كورونا هترقدني في السرير يومين زي المرة اللي فاتت؟,Covid Vaccine,شباب هي جرعة الbooster بتاعت تطعيم كورونا هترقدني في السرير يومين زي المرة اللي فاتت؟,Covid Vaccine,,1,Neutral,1,No,0,,,Not clear,Target: Covid Vaccine Text: شباب هي جرعة الbooster بتاعت تطعيم كورونا هترقدني في السرير يومين زي المرة اللي فاتت؟,,,,,,,,,1,0,0.72314453,0.27539062,0.0013170242,1,None,Against
1590, فعلاً نحتاج توضيح  مو معقول نسبة الشفاء من كورونا عالية جداً بدون تطعيم واطعم الشعب كله,Covid Vaccine,فعلاً نحتاج توضيح مو معقول نسبة الشفاء من كورونا عالية جداً بدون تطعيم واطعم الشعب كله,Covid Vaccine,,1,Neutral,1,No,0,,,Not clear,Target: Covid Vaccine Text: فعلاً نحتاج توضيح مو معقول نسبة الشفاء من كورونا عالية جداً بدون تطعيم واطعم الشعب كله,,,,,,,,,1,0,0.9916992,0.005420685,0.0029411316,1,None,Against
1592,المحكمة الابتدائية ب #وادي_المعاول تستعرض جميع الدعاوى إلكترونيا ضمن مشروع التحول الالكتروني ل #مجلس_الشؤون_الادارية_للقضاء URL,Digital Transformation,المحكمة الابتدائية ب #وادي المعاول تستعرض جميع الدعاوي الكترونيا ضمن مشروع التحول الالكتروني ل #مجلس الشؤون الادارية للقضاء,Digital Transformation,,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: المحكمة الابتدائية ب #وادي المعاول تستعرض جميع الدعاوي الكترونيا ضمن مشروع التحول الالكتروني ل #مجلس الشؤون الادارية للقضاء,,,,,,,,,1,2,0.030288696,0.43701172,0.53271484,1,None,Favor
1640, اخت نداء الهند ٣ ألاف موتى يوميا من كورونا و نفس الشي او اكثر في البرازيل يموتون يوميا و الاصابات تتعدى ٨٠ الف برازيلي النظام الصحي عندهم و في الهند انهار تماما لم يعد لديهم أكسجين و انتي تخرعين الناس من تطعيم مفيد ١٠٠ ٪ حرام عليج و خزي و ع,Covid Vaccine,اخت نداء الهند ٣ الاف موتي يوميا من كورونا و نفس الشي او اكثر في البرازيل يموتون يوميا و الاصابات تتعدي ٨٠ الف برازيلي النظام الصحي عندهم و في الهند انهار تماما لم يعد لديهم اكسجين و انتي تخرعين الناس من تطعيم مفيد ١٠٠ ٪ حرام عليج و خزي و ع,Covid Vaccine,Favor,2,Neutral,1,No,0,,,,Target: Covid Vaccine Text: اخت نداء الهند ٣ الاف موتي يوميا من كورونا و نفس الشي او اكثر في البرازيل يموتون يوميا و الاصابات تتعدي ٨٠ الف برازيلي النظام الصحي عندهم و في الهند انهار تماما لم يعد لديهم اكسجين و انتي تخرعين الناس من تطعيم مفيد ١٠٠ ٪ حرام عليج و خزي و ع,,,,,,,,,2,0,0.97802734,0.009246826,0.012863159,1,Favor,Against
1778,يبدو أن العالم سينشغل طويلا بمواجهة فايروس كورونا، حتى لو تم التطعيم ضد الفايروس، وقللنا فرص الإنتشار والإصابة. فلو فُرض بأنه تم تطعيم جميع السكان ببلد ما خلال عام، فإن من أخذ اللقاح في بداية العام يجب عليه أخذ اللقاح مرة أخرى لكون فترة صلاحية التطعيم لا تزيد عن عام بأفضل الأحوال,Covid Vaccine,يبدو ان العالم سينشغل طويلا بمواجهة فايروس كورونا، حتي لو تم التطعيم ضد الفايروس، وقللنا فرص الانتشار والاصابة. فلو فُرض بانه تم تطعيم جميع السكان ببلد ما خلال عام، فان من اخذ اللقاح في بداية العام يجب عليه اخذ اللقاح مرة اخري لكون فترة صلاحية التطعيم لا تزيد عن عام بافضل الاحوال,Covid Vaccine,,1,Neutral,1,No,0,,,Not clear,Target: Covid Vaccine Text: يبدو ان العالم سينشغل طويلا بمواجهة فايروس كورونا، حتي لو تم التطعيم ضد الفايروس، وقللنا فرص الانتشار والاصابة. فلو فُرض بانه تم تطعيم جميع السكان ببلد ما خلال عام، فان من اخذ اللقاح في بداية العام يجب عليه اخذ اللقاح مرة اخري لكون فترة صلاحية التطعيم لا تزيد عن عام بافضل الاحوال,,,,,,,,,1,0,0.85058594,0.13684082,0.012565613,1,None,Against
1780,  اتفق مع د.أحمد يجب عمل دراسة وتحليل للتحديات والفرص المتاحة للتحول الرقمي خاصة بكل قطاع ومدى فعاليتها و جاهزيتها لهذا التحول,Digital Transformation,اتفق مع د.احمد يجب عمل دراسة وتحليل للتحديات والفرص المتاحة للتحول الرقمي خاصة بكل قطاع ومدي فعاليتها و جاهزيتها لهذا التحول,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: اتفق مع د.احمد يجب عمل دراسة وتحليل للتحديات والفرص المتاحة للتحول الرقمي خاصة بكل قطاع ومدي فعاليتها و جاهزيتها لهذا التحول,,,,,,,,,0,2,0.007091522,0.038146973,0.95458984,1,Against,Favor
1785,     تطعيم كورونا ليس اجباري  تطعيم كورونا ليس اجباري  تطعيم كورونا ليس اجباري,Covid Vaccine,تطعيم كورونا ليس اجباري تطعيم كورونا ليس اجباري تطعيم كورونا ليس اجباري,Covid Vaccine,,1,Neutral,1,No,0,,,Not clear,Target: Covid Vaccine Text: تطعيم كورونا ليس اجباري تطعيم كورونا ليس اجباري تطعيم كورونا ليس اجباري,,,,,,,,,1,0,0.95751953,0.033203125,0.009155273,1,None,Against
1808,إصابة وجرعتين تطعيم  يعني يا كورونا لا أشوفك قداااامي.,Covid Vaccine,اصابة وجرعتين تطعيم يعني يا كورونا لا اشوفك قداامي.,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Implicit,,,Target: Covid Vaccine Text: اصابة وجرعتين تطعيم يعني يا كورونا لا اشوفك قداامي.,,,,,,,,,2,0,0.98779297,0.011497498,0.00069856644,1,Favor,Against
1844, اذا قرارات غير مكتمله زاي مقولت الوزير يتخذ قرارات بمنأي عن الواقع كان لابد من ايقاف الدراسة في وقت سابق لقراره كان لابد من ان يبدأ تطوير التعليم من مرحلة التعليم الاساسي وليس الثانوي كان لابد من تجهيز البنى التحتية قبل التحول الالكتروني فكر ,Digital Transformation,اذا قرارات غير مكتمله زاي مقولت الوزير يتخذ قرارات بمناي عن الواقع كان لابد من ايقاف الدراسة في وقت سابق لقراره كان لابد من ان يبدا تطوير التعليم من مرحلة التعليم الاساسي وليس الثانوي كان لابد من تجهيز البني التحتية قبل التحول الالكتروني فكر,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: اذا قرارات غير مكتمله زاي مقولت الوزير يتخذ قرارات بمناي عن الواقع كان لابد من ايقاف الدراسة في وقت سابق لقراره كان لابد من ان يبدا تطوير التعليم من مرحلة التعليم الاساسي وليس الثانوي كان لابد من تجهيز البني التحتية قبل التحول الالكتروني فكر,,,,,,,,,0,2,0.09100342,0.026000977,0.8828125,1,Against,Favor
