ID,text_original,target_original,text_clean,target_clean,stance,stance_id,sentiment,sentiment_id,sarcasm,sarcasm_id,favor_reason,against_reason,none_reason,model_input,target_id,text,target,stance:confidence,sarcasm:confidence,sentiment:confidence,datetime,Date,true_label,pred_label,p_against,p_none,p_favor,fold
190,كيف تقر أعينكم في النوم والعباد من حولكم يدعون عليكم؟ ضيقتم علينا بغير حق  كورونا عبارة عن انفلونزا فلماذا الإجبار على التطعيم؟ لماذا تطعيم أولادنا بدون موافقتنا؟ لماذا حرماننا من وظائفنا؟؟ والله لن يترككم الله. #الغاء_القيود_مطلب_سعودي,Covid Vaccine,كيف تقر اعينكم في النوم والعباد من حولكم يدعون عليكم؟ ضيقتم علينا بغير حق كورونا عبارة عن انفلونزا فلماذا الاجبار علي التطعيم؟ لماذا تطعيم اولادنا بدون موافقتنا؟ لماذا حرماننا من وظائفنا؟؟ والله لن يترككم الله. #الغاء القيود مطلب سعودي,Covid Vaccine,Against,0,Negative,0,No,0,,A_Explicit,,Target: Covid Vaccine Text: كيف تقر اعينكم في النوم والعباد من حولكم يدعون عليكم؟ ضيقتم علينا بغير حق كورونا عبارة عن انفلونزا فلماذا الاجبار علي التطعيم؟ لماذا تطعيم اولادنا بدون موافقتنا؟ لماذا حرماننا من وظائفنا؟؟ والله لن يترككم الله. #الغاء القيود مطلب سعودي,,,,,,,,,0,0,0.99121094,0.004650116,0.003929138,3
203,انحش #تطعيم_كورونا,Covid Vaccine,انحش #تطعيم_كورونا,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: انحش #تطعيم_كورونا,,انحش #تطعيم_كورونا,Covid Vaccine,0.5781,1.0,1.0,2020-12-24 13:08:32+00:00,24/12/2020,0,0,0.99560547,0.0023231506,0.002243042,1
203,انحش #تطعيم_كورونا,Covid Vaccine,انحش #تطعيم كورونا,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: انحش #تطعيم كورونا,,,,,,,,,0,0,0.9863281,0.01360321,0.00028562546,5
226,"  يا رجال، الله سبحانه وتعالى قال ""وَقَرْنَ فِيْ بُيُوْتِكُنَّ"" وهذولا صاروا يتبعون خطوات الغرب، ومما أراه أمامي في عملي أن ""تمكين المرأة"" كذب رأسمالي هدفه القضاء على ما تبقى من الأسرة الطبيعية وتحميل المرأة ما لا تطيق وفتح أبواب الفسا",Women empowerment,"يا رجال، الله سبحانه وتعالي قال ""وَقَرْنَ فِيْ بُيُوْتِكُنَّ"" وهذولا صاروا يتبعون خطوات الغرب، ومما اراه امامي في عملي ان ""تمكين المراة"" كذب راسمالي هدفه القضاء علي ما تبقي من الاسرة الطبيعية وتحميل المراة ما لا تطيق وفتح ابواب الفسا",Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,"Target: Women empowerment Text: يا رجال، الله سبحانه وتعالي قال ""وَقَرْنَ فِيْ بُيُوْتِكُنَّ"" وهذولا صاروا يتبعون خطوات الغرب، ومما اراه امامي في عملي ان ""تمكين المراة"" كذب راسمالي هدفه القضاء علي ما تبقي من الاسرة الطبيعية وتحميل المراة ما لا تطيق وفتح ابواب الفسا",,,,,,,,,0,0,0.99853516,0.00022184849,0.0010261536,2
226,"  يا رجال، الله سبحانه وتعالى قال ""وَقَرْنَ فِيْ بُيُوْتِكُنَّ"" وهذولا صاروا يتبعون خطوات الغرب، ومما أراه أمامي في عملي أن ""تمكين المرأة"" كذب رأسمالي هدفه القضاء على ما تبقى من الأسرة الطبيعية وتحميل المرأة ما لا تطيق وفتح أبواب الفسا",Women empowerment,"يا رجال، الله سبحانه وتعالى قال ""وَقَرْنَ فِيْ بُيُوْتِكُنَّ"" وهذولا صاروا يتبعون خطوات الغرب، ومما أراه أمامي في عملي أن ""تمكين المرأة"" كذب رأسمالي هدفه القضاء على ما تبقى من الأسرة الطبيعية وتحميل المرأة ما لا تطيق وفتح أبواب الفسا",Women empowerment,Against,0,Negative,0,No,0,,A_Explicit,,"Target: Women empowerment Text: يا رجال، الله سبحانه وتعالى قال ""وَقَرْنَ فِيْ بُيُوْتِكُنَّ"" وهذولا صاروا يتبعون خطوات الغرب، ومما أراه أمامي في عملي أن ""تمكين المرأة"" كذب رأسمالي هدفه القضاء على ما تبقى من الأسرة الطبيعية وتحميل المرأة ما لا تطيق وفتح أبواب الفسا",,"  يا رجال، الله سبحانه وتعالى قال ""وَقَرْنَ فِيْ بُيُوْتِكُنَّ"" وهذولا صاروا يتبعون خطوات الغرب، ومما أراه أمامي في عملي أن ""تمكين المرأة"" كذب رأسمالي هدفه القضاء على ما تبقى من الأسرة الطبيعية وتحميل المرأة ما لا تطيق وفتح أبواب الفسا",Women empowerment,1.0,1.0,1.0,2021-01-25 12:03:36+00:00,25/01/2021,0,0,0.99902344,0.00078201294,0.00035524368,1
229, ما كان فيه استراتيجية بس سوو كم مركز زي امن المعلومات والامن الإلكتروني وعشان التحول الرقمي بدأ العمل على الامن السيبراني من 4-5 سنين لا اكثر,Digital Transformation,ما كان فيه استراتيجية بس سوو كم مركز زي امن المعلومات والامن الالكتروني وعشان التحول الرقمي بدا العمل علي الامن السيبراني من 4-5 سنين لا اكثر,Digital Transformation,None,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: ما كان فيه استراتيجية بس سوو كم مركز زي امن المعلومات والامن الالكتروني وعشان التحول الرقمي بدا العمل علي الامن السيبراني من 4-5 سنين لا اكثر,,,,,,,,,1,1,0.15930176,0.7338867,0.10681152,3
229, ما كان فيه استراتيجية بس سوو كم مركز زي امن المعلومات والامن الإلكتروني وعشان التحول الرقمي بدأ العمل على الامن السيبراني من 4-5 سنين لا اكثر,Digital Transformation,ما كان فيه استراتيجية بس سوو كم مركز زي امن المعلومات والامن الإلكتروني وعشان التحول الرقمي بدأ العمل على الامن السيبراني من 4-5 سنين لا اكثر,Digital Transformation,None,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: ما كان فيه استراتيجية بس سوو كم مركز زي امن المعلومات والامن الإلكتروني وعشان التحول الرقمي بدأ العمل على الامن السيبراني من 4-5 سنين لا اكثر,, ما كان فيه استراتيجية بس سوو كم مركز زي امن المعلومات والامن الإلكتروني وعشان التحول الرقمي بدأ العمل على الامن السيبراني من 4-5 سنين لا اكثر,Digital Transformation,0.6249,1.0,1.0,2022-01-13 23:32:17+00:00,13/01/2022,1,1,0.0016956329,0.9970703,0.0011672974,2
248,عزيزي ابوجرعتين لما يوصلك مسج الجرعة التنشيطية لا تتأخر والا سوف يتم حرمانك من (الإمتيازات) الممنوحة لك من وزارة الصحة  ملاحظة : الإمتيازات هي حقوقك الطبيعية والتي كنت تمارسها في العام 2019 وماقبل مثل الدخول للمجمعات والصالونات والاندية والسفر  #حاااحااا #لا_للتطعيم_الاجباري URL,Covid Vaccine,عزيزي ابوجرعتين لما يوصلك مسج الجرعة التنشيطية لا تتاخر والا سوف يتم حرمانك من (الامتيازات) الممنوحة لك من وزارة الصحة ملاحظة : الامتيازات هي حقوقك الطبيعية والتي كنت تمارسها في العام 2019 وماقبل مثل الدخول للمجمعات والصالونات والاندية والسفر #حااحاا #لا للتطعيم الاجباري,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Implicit,,Target: Covid Vaccine Text: عزيزي ابوجرعتين لما يوصلك مسج الجرعة التنشيطية لا تتاخر والا سوف يتم حرمانك من (الامتيازات) الممنوحة لك من وزارة الصحة ملاحظة : الامتيازات هي حقوقك الطبيعية والتي كنت تمارسها في العام 2019 وماقبل مثل الدخول للمجمعات والصالونات والاندية والسفر #حااحاا #لا للتطعيم الاجباري,,,,,,,,,0,0,0.9970703,8.0406666e-05,0.0027065277,5
248,عزيزي ابوجرعتين لما يوصلك مسج الجرعة التنشيطية لا تتأخر والا سوف يتم حرمانك من (الإمتيازات) الممنوحة لك من وزارة الصحة  ملاحظة : الإمتيازات هي حقوقك الطبيعية والتي كنت تمارسها في العام 2019 وماقبل مثل الدخول للمجمعات والصالونات والاندية والسفر  #حاااحااا #لا_للتطعيم_الاجباري URL,Covid Vaccine,عزيزي ابوجرعتين لما يوصلك مسج الجرعة التنشيطية لا تتأخر والا سوف يتم حرمانك من (الإمتيازات) الممنوحة لك من وزارة الصحة  ملاحظة : الإمتيازات هي حقوقك الطبيعية والتي كنت تمارسها في العام 2019 وماقبل مثل الدخول للمجمعات والصالونات والاندية والسفر  #حاااحااا #لا_للتطعيم_الاجباري URL,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Implicit,,Target: Covid Vaccine Text: عزيزي ابوجرعتين لما يوصلك مسج الجرعة التنشيطية لا تتأخر والا سوف يتم حرمانك من (الإمتيازات) الممنوحة لك من وزارة الصحة  ملاحظة : الإمتيازات هي حقوقك الطبيعية والتي كنت تمارسها في العام 2019 وماقبل مثل الدخول للمجمعات والصالونات والاندية والسفر  #حاااحااا #لا_للتطعيم_الاجباري URL,,عزيزي ابوجرعتين لما يوصلك مسج الجرعة التنشيطية لا تتأخر والا سوف يتم حرمانك من (الإمتيازات) الممنوحة لك من وزارة الصحة  ملاحظة : الإمتيازات هي حقوقك الطبيعية والتي كنت تمارسها في العام 2019 وماقبل مثل الدخول للمجمعات والصالونات والاندية والسفر  #حاااحااا #لا_للتطعيم_الاجباري URL,Covid Vaccine,0.5954,0.6311,0.6311,2021-09-27 01:12:49+00:00,27/09/2021,0,0,0.9995117,0.00015234947,0.00041484833,2
254,بما ان اللي ياخذ تطعيم فايزر يصير مثليي الجنس واللي ياخذ لقاح اكسفورد يصير زومبي   هل معناه اللي ياخذ التطعيمين مع بعض يصير زومبي ترف !؟   #نرفض_اللقاح_الإجباري ,Covid Vaccine,بما ان اللي ياخذ تطعيم فايزر يصير مثليي الجنس واللي ياخذ لقاح اكسفورد يصير زومبي   هل معناه اللي ياخذ التطعيمين مع بعض يصير زومبي ترف !؟   #نرفض_اللقاح_الإجباري,Covid Vaccine,Against,0,Neutral,1,Yes,1,,A_Explicit,,Target: Covid Vaccine Text: بما ان اللي ياخذ تطعيم فايزر يصير مثليي الجنس واللي ياخذ لقاح اكسفورد يصير زومبي   هل معناه اللي ياخذ التطعيمين مع بعض يصير زومبي ترف !؟   #نرفض_اللقاح_الإجباري,,بما ان اللي ياخذ تطعيم فايزر يصير مثليي الجنس واللي ياخذ لقاح اكسفورد يصير زومبي   هل معناه اللي ياخذ التطعيمين مع بعض يصير زومبي ترف !؟   #نرفض_اللقاح_الإجباري ,Covid Vaccine,1.0,0.6729,0.7196,2021-05-04 12:23:10+00:00,04/05/2021,0,0,0.99658203,0.003194809,3.415346e-05,5
